almaMmsId	zdbId
990192173820206441; 99370673783006441	2670905-3
990192174020206441; 99370676826306441	2670925-9
990192174350206441; 99370675772506441	2670958-2
990192174380206441; 99371161759306441	2670961-2
99370676089206441; 990192174470206441	2670970-3
99370676182606441; 990192174530206441	2670976-4
990192174690206441; 99370779667806441	2670992-2
990192174740206441; 99371162049806441	2670997-1
99370698830806441; 990192175540206441	2671077-8
99370689217206441; 990192175560206441	2671079-1
99370698759706441; 990192175600206441	2671083-3
99370699899306441; 990192175640206441	2671087-0
990192175650206441; 99370697200406441	2671088-2
990192175810206441; 99370698858406441	2671105-9
990192175820206441; 99370688039606441	2671106-0
99370671438606441; 990192176260206441	2671150-3
99370695274206441; 990192176540206441	2671178-3
99371944136306441; 990192176900206441	2671214-3
990192177000206441; 99370672744606441	2671224-6
99370672750006441; 990192177130206441	2671237-4
990192177190206441; 99370678017906441	2671243-X
990192177550206441; 99370677132006441	2671279-9
990192177910206441; 99370672287706441	2671316-0
990192178290206441; 99370674283206441	2671354-8
99370675583106441; 990192178610206441	2671386-X
990192178650206441; 99370677764206441	2671390-1
99370671305406441; 990192179020206441	2671427-9
990192179290206441; 99370678418806441	2671454-1
99370673783106441; 990192179620206441	2671487-5
99370676181306441; 990192179880206441	2671513-2
990192180070206441; 99370672608706441	2671532-6
99370705871406441; 990192180750206441	2671600-8
990192180950206441; 99370677139106441	2671620-3
990192181350206441; 99370677471806441	2671660-4
990192181520206441; 99370673785706441	2671677-X
99370670429006441; 990192182160206441	2671741-4
990192182180206441; 99370705628106441	2671743-8
990192183200206441; 99371500039806441	2671845-5
990192183290206441; 99370677768806441	2671854-6
990192183930206441; 99370678417206441	2671918-6
990192184030206441; 99370673786406441	2671928-9
990192184150206441; 99370673457406441	2671940-X
99370673787006441; 990192184790206441	2672004-8
990192184910206441; 99370671912406441	2672016-4
99370708705806441; 990192185300206441	2672055-3
990192185360206441; 99370677136506441	2672061-9
99370699809106441; 990192185670206441	2672092-9
99370693902506441; 990192185880206441	2672113-2
99370682970406441; 990192241460206441	2672221-5
990192241560206441; 99370690258106441	2672225-2
99370672786206441; 990192242060206441	2672234-3
990192241820206441; 99370694139206441	2672261-6
99370694204506441; 990192244610206441	2672264-1
99370700292306441; 990192242670206441	2672265-3
99370682374806441; 990192241910206441	2672284-7
990192242540206441; 99370695474606441	2672308-6
99370695476606441; 990192242450206441	2672312-8
99370685123206441; 990192242880206441	2672313-X
99370694204406441; 990192242620206441	2672316-5
99370695473706441; 990192242430206441	2672321-9
990192242600206441; 99370696005506441	2672327-X
99370677948006441; 990192243080206441	2672366-9
99370887472406441; 990192243590206441	2672437-6
990192243730206441; 99370698217406441	2672440-6
99370697505206441; 990192243570206441	2672442-X
990192243720206441; 99370688107306441	2672444-3
99370683043306441; 990192244260206441	2672447-9
990192244470206441; 99370672580806441	2672455-8
99370693067406441; 990192244550206441	2672468-6
990192244330206441; 99370694678606441	2672471-6
99370694205106441; 990192244590206441	2672487-X
99370694205006441; 990192244480206441	2672493-5
990192244290206441; 99370694612606441	2672511-3
990192244280206441; 99370694612406441	2672513-7
990192244660206441; 99370688976106441	2672524-1
99370677415906441; 990192244880206441	2672527-7
99370675368606441; 990192244730206441	2672528-9
99370674712306441; 990192244910206441	2672530-7
99370861248206441; 990192245020206441	2672531-9
990192244760206441; 99370696492406441	2672536-8
99370676212606441; 990192244920206441	2672538-1
990192244770206441; 99370684521506441	2672544-7
99370690560906441; 990192245200206441	2672566-6
99370689397806441; 990192244980206441	2672567-8
99370694004806441; 990192244970206441	2672570-8
99370673505706441; 990192245440206441	2672571-X
99370678963406441; 990192245460206441	2672573-3
99370700250106441; 990192245060206441	2672574-5
990192245110206441; 99370692562006441	2672580-0
99370678963706441; 990192245470206441	2672583-6
990192245030206441; 99370688165306441	2672585-X
99370678968606441; 990192245490206441	2672586-1
99370678969306441; 990192245500206441	2672588-5
99370678969706441; 990192245510206441	2672589-7
99370678969506441; 990192245520206441	2672590-3
99370678969106441; 990192245540206441	2672594-0
99370699947706441; 990192246430206441	2672651-8
990192247170206441; 99370684606006441	2672675-0
990192247200206441; 99370684994906441	2672677-4
99370694198406441; 990192247160206441	2672684-1
99370681911506441; 990192246970206441	2672685-3
990192247100206441; 99370685147306441	2672688-9
99370695489406441; 990192247240206441	2672689-0
99370695116506441; 990192247130206441	2672698-1
990192247930206441; 99370694204906441	2672773-0
990192250670206441; 99370887223206441	2672801-1
99370689050106441; 990192248640206441	2672837-0
990192248660206441; 99370695512506441	2672838-2
99370708188606441; 990192249490206441	2672841-2
99370695475006441; 990192248960206441	2672852-7
99370710168706441; 990192248950206441	2672858-8
990192249120206441; 99370690630306441	2672866-7
99370696053206441; 990192248940206441	2672872-2
99370684316106441; 990192248930206441	2672874-6
99370693902906441; 990192249110206441	2672875-8
990192249340206441; 99370699602706441	2672880-1
99370861134306441; 990192248920206441	2672881-3
990192249170206441; 99370693903706441	2672891-6
99370696499506441; 990192249690206441	2672896-5
990192249630206441; 99370698384806441	2672916-7
99370692014706441; 990192249670206441	2672919-2
990192249620206441; 99370698224206441	2672922-2
990192249460206441; 99370694258606441	2672926-X
990192249610206441; 99370698220106441	2672928-3
990192249570206441; 99370698414006441	2672929-5
990192249650206441; 99370698220006441	2672933-7
99370689963506441; 990192249550206441	2672942-8
990192250070206441; 99370692401306441	2672973-8
990192250020206441; 99370689967706441	2672974-X
99370694204806441; 990192251990206441	2672979-9
99370683121006441; 990192250010206441	2672984-2
99370683150106441; 990192250140206441	2672990-8
990192250860206441; 99370698219906441	2673014-5
99371436426406441; 990192250610206441	2673016-9
990192250600206441; 99370683205306441	2673020-0
99370699512406441; 990192250750206441	2673025-X
990192250740206441; 99370679018106441	2673027-3
99370679452506441; 990192250730206441	2673028-5
99370887473806441; 990192250720206441	2673029-7
990192251120206441; 99370697230606441	2673062-5
99370683227106441; 990192251180206441	2673069-8
99370670940306441; 990192251100206441	2673073-X
99370698415106441; 990192251250206441	2673075-3
99370687019206441; 990192251330206441	2673082-0
99370694205506441; 990192251140206441	2673091-1
990192251130206441; 99370689964006441	2673093-5
99370695320006441; 990192251650206441	2673114-9
990192251750206441; 99370689746906441	2673129-0
990192251680206441; 99370695494506441	2673144-7
99370693973706441; 990192255030206441	2673145-9
99370694205406441; 990192253020206441	2673149-6
99370694205306441; 990192251960206441	2673152-6
99370695494606441; 990192252140206441	2673156-3
990192251980206441; 99370694682306441	2673160-5
990192252080206441; 99370694205806441	2673165-4
990192251870206441; 99370699093506441	2673174-5
99370696101006441; 990192252300206441	2673176-9
99370696968206441; 990192252120206441	2673179-4
990192252310206441; 99370689421406441	2673180-0
990192252020206441; 99370696496306441	2673181-2
99370683864606441; 990192252610206441	2673200-2
99370693972906441; 990192252550206441	2673205-1
990192253000206441; 99370695994706441	2673210-5
99370695488106441; 990192252920206441	2673215-4
99370686396006441; 990192253030206441	2673216-6
99370686893606441; 990192254350206441	2673217-8
99370695537806441; 990192252870206441	2673226-9
99370689746606441; 990192252990206441	2673231-2
990192254370206441; 99370687187106441	2673257-9
990192253540206441; 99370696492506441	2673259-2
99370684655906441; 990192253190206441	2673260-9
990192253400206441; 99370689742306441	2673266-X
990192253320206441; 99370696493206441	2673267-1
99370696538806441; 990192253180206441	2673271-3
990192253260206441; 99370689963706441	2673280-4
99370696202206441; 990192254710206441	2673287-7
99370694205606441; 990192254430206441	2673290-7
990192254240206441; 99370694196006441	2673291-9
990192254160206441; 99370697044906441	2673293-2
990192254270206441; 99370682970506441	2673294-4
99370684049406441; 990192254290206441	2673298-1
990192254150206441; 99370689743306441	2673301-8
99370674636806441; 990192254830206441	2673315-8
990192254140206441; 99370694863306441	2673316-X
990192254200206441; 99370689966906441	2673317-1
99370693440606441; 990192254130206441	2673318-3
99370695476706441; 990192254120206441	2673320-1
99370689746706441; 990192254310206441	2673323-7
99370696497106441; 990192254770206441	2673325-0
99370689967106441; 990192254690206441	2673333-X
990192254680206441; 99370695493406441	2673334-1
990192254790206441; 99370686685506441	2673343-2
990192254750206441; 99370692400906441	2673344-4
99370698412606441; 990192254640206441	2673348-1
990192254780206441; 99370687912406441	2673360-2
990192255020206441; 99370674636206441	2673368-7
990192255080206441; 99370686750506441	2673371-7
99370686685706441; 990192255010206441	2673381-X
99370693684606441; 990192255580206441	2673404-7
99370694257006441; 990192255620206441	2673408-4
99370695514006441; 990192255690206441	2673409-6
99370673980006441; 990192255680206441	2673412-6
99370694206306441; 990192255720206441	2673419-9
990192255730206441; 99370688555506441	2673421-7
99370688555606441; 990192255780206441	2673426-6
99370689747706441; 990192256150206441	2673460-6
990192256310206441; 99370689747406441	2673481-3
990192256460206441; 99370696011906441	2673493-X
99370694571506441; 990192256560206441	2673502-7
990192256670206441; 99370672386406441	2673511-8
990192256700206441; 99370672386206441	2673514-3
99370688708806441; 990192256720206441	2673515-5
99370689741706441; 990192256820206441	2673525-8
99370694196406441; 990192272020206441	2673535-0
99370692257806441; 990192272360206441	2673566-0
99370695100406441; 990192272540206441	2673587-8
990192272590206441; 99370696496006441	2673591-X
990192272620206441; 99370683043906441	2673596-9
99370697874806441; 990192272670206441	2673599-4
990192272700206441; 99370683867506441	2673602-0
99370861232806441; 990192272900206441	2673624-X
990192273040206441; 99370683224406441	2673638-X
990192273130206441; 99370683226006441	2673644-5
990192273210206441; 99370688972706441	2673654-8
99370693973806441; 990192273200206441	2673659-7
990192273370206441; 99370692431706441	2673664-0
99370694199506441; 990192273380206441	2673668-8
990192273310206441; 99370689741606441	2673672-X
99370694206106441; 990192273500206441	2673675-5
990192273520206441; 99370682069206441	2673692-5
990192273560206441; 99370683072306441	2673693-7
990192274050206441; 99370696027706441	2673744-9
99370887473206441; 990192274320206441	2673768-1
99370692948606441; 990192274480206441	2673788-7
99370861139106441; 990192274470206441	2673789-9
990192274540206441; 99370685159006441	2673791-7
990192274650206441; 99370699828306441	2673801-6
990192274630206441; 99370693904306441	2673805-3
990192274610206441; 99370684315906441	2673807-7
99370696964106441; 990192274840206441	2673824-7
990192274990206441; 991004476009706485	2673841-7
990192287260206441; 99370683688406441	2673855-7
99370689744406441; 990192287580206441	2673889-2
99370685002106441; 990192287640206441	2673894-6
99370688165606441; 990192287950206441	2673922-7
99370694206006441; 990192288470206441	2673978-1
99370694196106441; 990192288620206441	2673991-4
99370696499606441; 990192288680206441	2673998-7
990192289070206441; 99370685829806441	2674038-2
99370696387506441; 990192289260206441	2674055-2
990192289330206441; 99370688709306441	2674062-X
990192304240206441; 99370698220406441	2674147-7
990192304270206441; 99370685615906441	2674150-7
99370673738506441; 990192304290206441	2674151-9
990192304300206441; 99370698217906441	2674154-4
99370695884606441; 990192304430206441	2674162-3
99370684613006441; 990192304400206441	2674166-0
99370693974006441; 990192304390206441	2674167-2
99370694498006441; 990192304450206441	2674168-4
990192304480206441; 99370694497906441	2674174-X
99370670940106441; 990192304470206441	2674176-3
990192304600206441; 99370696492206441	2674183-0
99370693903506441; 990192304860206441	2674209-3
990192304980206441; 99370688712506441	2674221-4
990192305660206441; 99370696494906441	2674290-1
99370689426906441; 990192305670206441	2674291-3
990192305740206441; 99370682478706441	2674300-0
99370695491806441; 990192305750206441	2674302-4
990192305810206441; 99370696498506441	2674305-X
99370698129406441; 990192305840206441	2674310-3
99370699011006441; 990192305870206441	2674313-9
990192320250206441; 99370687710606441	2674314-0
